ID,Category,Name,File,URL,Keywords,Complexity,Use Cases,Description
139,webgl,materials / displacementmap,webgl_materials_displacementmap.html,https://threejs.org/examples/webgl_materials_displacementmap.html,"webgl, materials, displacementmap",medium,material effects,"Three.js webgl example demonstrating materials, displacementmap"
140,webgl,materials / envmaps,webgl_materials_envmaps.html,https://threejs.org/examples/webgl_materials_envmaps.html,"webgl, materials, envmaps",medium,material effects,"Three.js webgl example demonstrating materials, envmaps"
141,webgl,materials / envmaps / exr,webgl_materials_envmaps_exr.html,https://threejs.org/examples/webgl_materials_envmaps_exr.html,"webgl, materials, envmaps, exr",medium,material effects; VR/AR experience,"Three.js webgl example demonstrating materials, envmaps, exr"
142,webgl,materials / envmaps / groundprojected,webgl_materials_envmaps_groundprojected.html,https://threejs.org/examples/webgl_materials_envmaps_groundprojected.html,"webgl, materials, envmaps, groundprojected",medium,material effects,"Three.js webgl example demonstrating materials, envmaps, groundprojected"
143,webgl,materials / envmaps / hdr,webgl_materials_envmaps_hdr.html,https://threejs.org/examples/webgl_materials_envmaps_hdr.html,"webgl, materials, envmaps, hdr",medium,material effects,"Three.js webgl example demonstrating materials, envmaps, hdr"
144,webgl,materials / lightmap,webgl_materials_lightmap.html,https://threejs.org/examples/webgl_materials_lightmap.html,"webgl, materials, lightmap",medium,material effects,"Three.js webgl example demonstrating materials, lightmap"
145,webgl,materials / matcap,webgl_materials_matcap.html,https://threejs.org/examples/webgl_materials_matcap.html,"webgl, materials, matcap",medium,material effects,"Three.js webgl example demonstrating materials, matcap"
146,webgl,materials / normalmap,webgl_materials_normalmap.html,https://threejs.org/examples/webgl_materials_normalmap.html,"webgl, materials, normalmap",medium,material effects,"Three.js webgl example demonstrating materials, normalmap"
147,webgl,materials / normalmap / object / space,webgl_materials_normalmap_object_space.html,https://threejs.org/examples/webgl_materials_normalmap_object_space.html,"webgl, materials, normalmap, object, space",medium,material effects,"Three.js webgl example demonstrating materials, normalmap, object, space"
148,webgl,materials / physical / clearcoat,webgl_materials_physical_clearcoat.html,https://threejs.org/examples/webgl_materials_physical_clearcoat.html,"webgl, materials, physical, clearcoat",medium,material effects; VR/AR experience,"Three.js webgl example demonstrating materials, physical, clearcoat"
149,webgl,materials / physical / transmission,webgl_materials_physical_transmission.html,https://threejs.org/examples/webgl_materials_physical_transmission.html,"webgl, materials, physical, transmission",medium,material effects,"Three.js webgl example demonstrating materials, physical, transmission"
150,webgl,materials / physical / transmission / alpha,webgl_materials_physical_transmission_alpha.html,https://threejs.org/examples/webgl_materials_physical_transmission_alpha.html,"webgl, materials, physical, transmission, alpha",medium,material effects,"Three.js webgl example demonstrating materials, physical, transmission, alpha"
151,webgl,materials / subsurface / scattering,webgl_materials_subsurface_scattering.html,https://threejs.org/examples/webgl_materials_subsurface_scattering.html,"webgl, materials, subsurface, scattering",medium,material effects,"Three.js webgl example demonstrating materials, subsurface, scattering"
152,webgl,materials / texture / anisotropy,webgl_materials_texture_anisotropy.html,https://threejs.org/examples/webgl_materials_texture_anisotropy.html,"webgl, materials, texture, anisotropy",medium,material effects,"Three.js webgl example demonstrating materials, texture, anisotropy"
153,webgl,materials / texture / canvas,webgl_materials_texture_canvas.html,https://threejs.org/examples/webgl_materials_texture_canvas.html,"webgl, materials, texture, canvas",medium,material effects,"Three.js webgl example demonstrating materials, texture, canvas"
154,webgl,materials / texture / filters,webgl_materials_texture_filters.html,https://threejs.org/examples/webgl_materials_texture_filters.html,"webgl, materials, texture, filters",medium,material effects,"Three.js webgl example demonstrating materials, texture, filters"
155,webgl,materials / texture / manualmipmap,webgl_materials_texture_manualmipmap.html,https://threejs.org/examples/webgl_materials_texture_manualmipmap.html,"webgl, materials, texture, manualmipmap",medium,material effects,"Three.js webgl example demonstrating materials, texture, manualmipmap"
156,webgl,materials / texture / partialupdate,webgl_materials_texture_partialupdate.html,https://threejs.org/examples/webgl_materials_texture_partialupdate.html,"webgl, materials, texture, partialupdate",medium,material effects; VR/AR experience,"Three.js webgl example demonstrating materials, texture, partialupdate"
157,webgl,materials / texture / rotation,webgl_materials_texture_rotation.html,https://threejs.org/examples/webgl_materials_texture_rotation.html,"webgl, materials, texture, rotation",medium,material effects,"Three.js webgl example demonstrating materials, texture, rotation"
158,webgl,materials / toon,webgl_materials_toon.html,https://threejs.org/examples/webgl_materials_toon.html,"webgl, materials, toon",medium,material effects,"Three.js webgl example demonstrating materials, toon"
159,webgl,materials / video,webgl_materials_video.html,https://threejs.org/examples/webgl_materials_video.html,"webgl, materials, video",medium,material effects,"Three.js webgl example demonstrating materials, video"
160,webgl,materials / video / webcam,webgl_materials_video_webcam.html,https://threejs.org/examples/webgl_materials_video_webcam.html,"webgl, materials, video, webcam",medium,material effects,"Three.js webgl example demonstrating materials, video, webcam"
161,webgl,materials / wireframe,webgl_materials_wireframe.html,https://threejs.org/examples/webgl_materials_wireframe.html,"webgl, materials, wireframe",medium,material effects,"Three.js webgl example demonstrating materials, wireframe"
162,webgl,pmrem / cubemap,webgl_pmrem_cubemap.html,https://threejs.org/examples/webgl_pmrem_cubemap.html,"webgl, pmrem, cubemap",medium,3D visualization,"Three.js webgl example demonstrating pmrem, cubemap"
163,webgl,pmrem / equirectangular,webgl_pmrem_equirectangular.html,https://threejs.org/examples/webgl_pmrem_equirectangular.html,"webgl, pmrem, equirectangular",medium,VR/AR experience,"Three.js webgl example demonstrating pmrem, equirectangular"
164,webgl,pmrem / test,webgl_pmrem_test.html,https://threejs.org/examples/webgl_pmrem_test.html,"webgl, pmrem, test",medium,3D visualization,"Three.js webgl example demonstrating pmrem, test"
165,webgl,math / obb,webgl_math_obb.html,https://threejs.org/examples/webgl_math_obb.html,"webgl, math, obb",medium,3D visualization,"Three.js webgl example demonstrating math, obb"
166,webgl,math / orientation / transform,webgl_math_orientation_transform.html,https://threejs.org/examples/webgl_math_orientation_transform.html,"webgl, math, orientation, transform",medium,3D visualization,"Three.js webgl example demonstrating math, orientation, transform"
167,webgl,mesh / batch,webgl_mesh_batch.html,https://threejs.org/examples/webgl_mesh_batch.html,"webgl, mesh, batch",medium,3D visualization,"Three.js webgl example demonstrating mesh, batch"
168,webgl,mirror,webgl_mirror.html,https://threejs.org/examples/webgl_mirror.html,"webgl, mirror",medium,3D visualization,Three.js webgl example demonstrating mirror
169,webgl,modifier / curve,webgl_modifier_curve.html,https://threejs.org/examples/webgl_modifier_curve.html,"webgl, modifier, curve",medium,3D visualization,"Three.js webgl example demonstrating modifier, curve"
170,webgl,modifier / curve / instanced,webgl_modifier_curve_instanced.html,https://threejs.org/examples/webgl_modifier_curve_instanced.html,"webgl, modifier, curve, instanced",medium,3D visualization,"Three.js webgl example demonstrating modifier, curve, instanced"
171,webgl,modifier / edgesplit,webgl_modifier_edgesplit.html,https://threejs.org/examples/webgl_modifier_edgesplit.html,"webgl, modifier, edgesplit",medium,3D visualization,"Three.js webgl example demonstrating modifier, edgesplit"
172,webgl,modifier / simplifier,webgl_modifier_simplifier.html,https://threejs.org/examples/webgl_modifier_simplifier.html,"webgl, modifier, simplifier",medium,3D visualization,"Three.js webgl example demonstrating modifier, simplifier"
173,webgl,modifier / subdivision,webgl_modifier_subdivision.html,https://threejs.org/examples/webgl_modifier_subdivision.html,"webgl, modifier, subdivision",medium,3D visualization,"Three.js webgl example demonstrating modifier, subdivision"
174,webgl,modifier / tessellation,webgl_modifier_tessellation.html,https://threejs.org/examples/webgl_modifier_tessellation.html,"webgl, modifier, tessellation",medium,3D visualization,"Three.js webgl example demonstrating modifier, tessellation"
175,webgl,morphtargets,webgl_morphtargets.html,https://threejs.org/examples/webgl_morphtargets.html,"webgl, morphtargets",medium,VR/AR experience,Three.js webgl example demonstrating morphtargets
176,webgl,morphtargets / face,webgl_morphtargets_face.html,https://threejs.org/examples/webgl_morphtargets_face.html,"webgl, morphtargets, face",medium,VR/AR experience,"Three.js webgl example demonstrating morphtargets, face"
177,webgl,morphtargets / horse,webgl_morphtargets_horse.html,https://threejs.org/examples/webgl_morphtargets_horse.html,"webgl, morphtargets, horse",medium,VR/AR experience,"Three.js webgl example demonstrating morphtargets, horse"
178,webgl,morphtargets / sphere,webgl_morphtargets_sphere.html,https://threejs.org/examples/webgl_morphtargets_sphere.html,"webgl, morphtargets, sphere",medium,VR/AR experience,"Three.js webgl example demonstrating morphtargets, sphere"
179,webgl,morphtargets / webcam,webgl_morphtargets_webcam.html,https://threejs.org/examples/webgl_morphtargets_webcam.html,"webgl, morphtargets, webcam",medium,VR/AR experience,"Three.js webgl example demonstrating morphtargets, webcam"
180,webgl,multiple / elements,webgl_multiple_elements.html,https://threejs.org/examples/webgl_multiple_elements.html,"webgl, multiple, elements",medium,3D visualization,"Three.js webgl example demonstrating multiple, elements"
181,webgl,multiple / elements / text,webgl_multiple_elements_text.html,https://threejs.org/examples/webgl_multiple_elements_text.html,"webgl, multiple, elements, text",medium,3D visualization,"Three.js webgl example demonstrating multiple, elements, text"
182,webgl,multiple / scenes / comparison,webgl_multiple_scenes_comparison.html,https://threejs.org/examples/webgl_multiple_scenes_comparison.html,"webgl, multiple, scenes, comparison",medium,VR/AR experience,"Three.js webgl example demonstrating multiple, scenes, comparison"
183,webgl,multiple / views,webgl_multiple_views.html,https://threejs.org/examples/webgl_multiple_views.html,"webgl, multiple, views",medium,3D visualization,"Three.js webgl example demonstrating multiple, views"
184,webgl,panorama / cube,webgl_panorama_cube.html,https://threejs.org/examples/webgl_panorama_cube.html,"webgl, panorama, cube",medium,3D visualization,"Three.js webgl example demonstrating panorama, cube"
185,webgl,panorama / equirectangular,webgl_panorama_equirectangular.html,https://threejs.org/examples/webgl_panorama_equirectangular.html,"webgl, panorama, equirectangular",medium,VR/AR experience,"Three.js webgl example demonstrating panorama, equirectangular"
186,webgl,points / billboards,webgl_points_billboards.html,https://threejs.org/examples/webgl_points_billboards.html,"webgl, points, billboards",medium,VR/AR experience; particle effects,"Three.js webgl example demonstrating points, billboards"
187,webgl,points / dynamic,webgl_points_dynamic.html,https://threejs.org/examples/webgl_points_dynamic.html,"webgl, points, dynamic",medium,particle effects,"Three.js webgl example demonstrating points, dynamic"
188,webgl,points / sprites,webgl_points_sprites.html,https://threejs.org/examples/webgl_points_sprites.html,"webgl, points, sprites",medium,particle effects,"Three.js webgl example demonstrating points, sprites"
189,webgl,points / waves,webgl_points_waves.html,https://threejs.org/examples/webgl_points_waves.html,"webgl, points, waves",medium,particle effects,"Three.js webgl example demonstrating points, waves"
190,webgl,portal,webgl_portal.html,https://threejs.org/examples/webgl_portal.html,"webgl, portal",medium,3D visualization,Three.js webgl example demonstrating portal
191,webgl,raycaster / bvh,webgl_raycaster_bvh.html,https://threejs.org/examples/webgl_raycaster_bvh.html,"webgl, raycaster, bvh",medium,user interaction,"Three.js webgl example demonstrating raycaster, bvh"
192,webgl,raycaster / sprite,webgl_raycaster_sprite.html,https://threejs.org/examples/webgl_raycaster_sprite.html,"webgl, raycaster, sprite",medium,user interaction,"Three.js webgl example demonstrating raycaster, sprite"
193,webgl,raycaster / texture,webgl_raycaster_texture.html,https://threejs.org/examples/webgl_raycaster_texture.html,"webgl, raycaster, texture",medium,user interaction,"Three.js webgl example demonstrating raycaster, texture"
194,webgl,read / float / buffer,webgl_read_float_buffer.html,https://threejs.org/examples/webgl_read_float_buffer.html,"webgl, read, float, buffer",medium,3D visualization,"Three.js webgl example demonstrating read, float, buffer"
195,webgl,renderer / pathtracer,webgl_renderer_pathtracer.html,https://threejs.org/examples/webgl_renderer_pathtracer.html,"webgl, renderer, pathtracer",medium,3D visualization,"Three.js webgl example demonstrating renderer, pathtracer"
196,webgl,refraction,webgl_refraction.html,https://threejs.org/examples/webgl_refraction.html,"webgl, refraction",medium,3D visualization,Three.js webgl example demonstrating refraction
197,webgl,rtt,webgl_rtt.html,https://threejs.org/examples/webgl_rtt.html,"webgl, rtt",medium,3D visualization,Three.js webgl example demonstrating rtt
198,webgl,shader,webgl_shader.html,https://threejs.org/examples/webgl_shader.html,"webgl, shader",medium,3D visualization,Three.js webgl example demonstrating shader
199,webgl,shader / lava,webgl_shader_lava.html,https://threejs.org/examples/webgl_shader_lava.html,"webgl, shader, lava",medium,3D visualization,"Three.js webgl example demonstrating shader, lava"
200,webgl,shaders / ocean,webgl_shaders_ocean.html,https://threejs.org/examples/webgl_shaders_ocean.html,"webgl, shaders, ocean",medium,3D visualization,"Three.js webgl example demonstrating shaders, ocean"
201,webgl,shaders / sky,webgl_shaders_sky.html,https://threejs.org/examples/webgl_shaders_sky.html,"webgl, shaders, sky",medium,3D visualization,"Three.js webgl example demonstrating shaders, sky"
202,webgl,shadow / contact,webgl_shadow_contact.html,https://threejs.org/examples/webgl_shadow_contact.html,"webgl, shadow, contact",medium,realistic lighting,"Three.js webgl example demonstrating shadow, contact"
203,webgl,shadowmap,webgl_shadowmap.html,https://threejs.org/examples/webgl_shadowmap.html,"webgl, shadowmap",medium,realistic lighting,Three.js webgl example demonstrating shadowmap
204,webgl,shadowmap / performance,webgl_shadowmap_performance.html,https://threejs.org/examples/webgl_shadowmap_performance.html,"webgl, shadowmap, performance",medium,realistic lighting,"Three.js webgl example demonstrating shadowmap, performance"
205,webgl,shadowmap / pointlight,webgl_shadowmap_pointlight.html,https://threejs.org/examples/webgl_shadowmap_pointlight.html,"webgl, shadowmap, pointlight",medium,realistic lighting,"Three.js webgl example demonstrating shadowmap, pointlight"
206,webgl,shadowmap / viewer,webgl_shadowmap_viewer.html,https://threejs.org/examples/webgl_shadowmap_viewer.html,"webgl, shadowmap, viewer",medium,realistic lighting,"Three.js webgl example demonstrating shadowmap, viewer"
207,webgl,shadowmap / vsm,webgl_shadowmap_vsm.html,https://threejs.org/examples/webgl_shadowmap_vsm.html,"webgl, shadowmap, vsm",medium,realistic lighting,"Three.js webgl example demonstrating shadowmap, vsm"
208,webgl,shadowmesh,webgl_shadowmesh.html,https://threejs.org/examples/webgl_shadowmesh.html,"webgl, shadowmesh",medium,realistic lighting,Three.js webgl example demonstrating shadowmesh
209,webgl,sprites,webgl_sprites.html,https://threejs.org/examples/webgl_sprites.html,"webgl, sprites",medium,3D visualization,Three.js webgl example demonstrating sprites
210,webgl,test / memory,webgl_test_memory.html,https://threejs.org/examples/webgl_test_memory.html,"webgl, test, memory",medium,3D visualization,"Three.js webgl example demonstrating test, memory"
211,webgl,test / memory2,webgl_test_memory2.html,https://threejs.org/examples/webgl_test_memory2.html,"webgl, test, memory2",medium,3D visualization,"Three.js webgl example demonstrating test, memory2"
212,webgl,test / wide / gamut,webgl_test_wide_gamut.html,https://threejs.org/examples/webgl_test_wide_gamut.html,"webgl, test, wide, gamut",medium,3D visualization,"Three.js webgl example demonstrating test, wide, gamut"
213,webgl,tonemapping,webgl_tonemapping.html,https://threejs.org/examples/webgl_tonemapping.html,"webgl, tonemapping",medium,3D visualization,Three.js webgl example demonstrating tonemapping
214,webgl,video / kinect,webgl_video_kinect.html,https://threejs.org/examples/webgl_video_kinect.html,"webgl, video, kinect",medium,3D visualization,"Three.js webgl example demonstrating video, kinect"
215,webgl,video / panorama / equirectangular,webgl_video_panorama_equirectangular.html,https://threejs.org/examples/webgl_video_panorama_equirectangular.html,"webgl, video, panorama, equirectangular",medium,VR/AR experience,"Three.js webgl example demonstrating video, panorama, equirectangular"
216,webgl,watch,webgl_watch.html,https://threejs.org/examples/webgl_watch.html,"webgl, watch",medium,3D visualization,Three.js webgl example demonstrating watch
217,webgl / postprocessing,postprocessing,webgl_postprocessing.html,https://threejs.org/examples/webgl_postprocessing.html,"webgl, postprocessing",medium,visual effects,Three.js webgl / postprocessing example demonstrating postprocessing
218,webgl / postprocessing,postprocessing / 3dlut,webgl_postprocessing_3dlut.html,https://threejs.org/examples/webgl_postprocessing_3dlut.html,"webgl, postprocessing, 3dlut",medium,visual effects,"Three.js webgl / postprocessing example demonstrating postprocessing, 3dlut"
219,webgl / postprocessing,postprocessing / advanced,webgl_postprocessing_advanced.html,https://threejs.org/examples/webgl_postprocessing_advanced.html,"webgl, postprocessing, advanced",medium,visual effects,"Three.js webgl / postprocessing example demonstrating postprocessing, advanced"
220,webgl / postprocessing,postprocessing / afterimage,webgl_postprocessing_afterimage.html,https://threejs.org/examples/webgl_postprocessing_afterimage.html,"webgl, postprocessing, afterimage",medium,visual effects,"Three.js webgl / postprocessing example demonstrating postprocessing, afterimage"
221,webgl / postprocessing,postprocessing / backgrounds,webgl_postprocessing_backgrounds.html,https://threejs.org/examples/webgl_postprocessing_backgrounds.html,"webgl, postprocessing, backgrounds",medium,visual effects,"Three.js webgl / postprocessing example demonstrating postprocessing, backgrounds"
222,webgl / postprocessing,postprocessing / transition,webgl_postprocessing_transition.html,https://threejs.org/examples/webgl_postprocessing_transition.html,"webgl, postprocessing, transition",medium,visual effects,"Three.js webgl / postprocessing example demonstrating postprocessing, transition"
223,webgl / postprocessing,postprocessing / dof,webgl_postprocessing_dof.html,https://threejs.org/examples/webgl_postprocessing_dof.html,"webgl, postprocessing, dof",medium,visual effects,"Three.js webgl / postprocessing example demonstrating postprocessing, dof"
224,webgl / postprocessing,postprocessing / dof2,webgl_postprocessing_dof2.html,https://threejs.org/examples/webgl_postprocessing_dof2.html,"webgl, postprocessing, dof2",medium,visual effects,"Three.js webgl / postprocessing example demonstrating postprocessing, dof2"
225,webgl / postprocessing,postprocessing / fxaa,webgl_postprocessing_fxaa.html,https://threejs.org/examples/webgl_postprocessing_fxaa.html,"webgl, postprocessing, fxaa",medium,visual effects,"Three.js webgl / postprocessing example demonstrating postprocessing, fxaa"
226,webgl / postprocessing,postprocessing / glitch,webgl_postprocessing_glitch.html,https://threejs.org/examples/webgl_postprocessing_glitch.html,"webgl, postprocessing, glitch",medium,visual effects,"Three.js webgl / postprocessing example demonstrating postprocessing, glitch"
227,webgl / postprocessing,postprocessing / godrays,webgl_postprocessing_godrays.html,https://threejs.org/examples/webgl_postprocessing_godrays.html,"webgl, postprocessing, godrays",medium,visual effects,"Three.js webgl / postprocessing example demonstrating postprocessing, godrays"
228,webgl / postprocessing,postprocessing / gtao,webgl_postprocessing_gtao.html,https://threejs.org/examples/webgl_postprocessing_gtao.html,"webgl, postprocessing, gtao",medium,visual effects,"Three.js webgl / postprocessing example demonstrating postprocessing, gtao"
229,webgl / postprocessing,postprocessing / rgb / halftone,webgl_postprocessing_rgb_halftone.html,https://threejs.org/examples/webgl_postprocessing_rgb_halftone.html,"webgl, postprocessing, rgb, halftone",medium,visual effects,"Three.js webgl / postprocessing example demonstrating postprocessing, rgb, halftone"
230,webgl / postprocessing,postprocessing / masking,webgl_postprocessing_masking.html,https://threejs.org/examples/webgl_postprocessing_masking.html,"webgl, postprocessing, masking",medium,visual effects,"Three.js webgl / postprocessing example demonstrating postprocessing, masking"
231,webgl / postprocessing,postprocessing / material / ao,webgl_postprocessing_material_ao.html,https://threejs.org/examples/webgl_postprocessing_material_ao.html,"webgl, postprocessing, material, ao",medium,material effects; visual effects,"Three.js webgl / postprocessing example demonstrating postprocessing, material, ao"
232,webgl / postprocessing,postprocessing / ssaa,webgl_postprocessing_ssaa.html,https://threejs.org/examples/webgl_postprocessing_ssaa.html,"webgl, postprocessing, ssaa",medium,visual effects,"Three.js webgl / postprocessing example demonstrating postprocessing, ssaa"
233,webgl / postprocessing,postprocessing / outline,webgl_postprocessing_outline.html,https://threejs.org/examples/webgl_postprocessing_outline.html,"webgl, postprocessing, outline",medium,visual effects,"Three.js webgl / postprocessing example demonstrating postprocessing, outline"
234,webgl / postprocessing,postprocessing / pixel,webgl_postprocessing_pixel.html,https://threejs.org/examples/webgl_postprocessing_pixel.html,"webgl, postprocessing, pixel",medium,visual effects,"Three.js webgl / postprocessing example demonstrating postprocessing, pixel"
235,webgl / postprocessing,postprocessing / procedural,webgl_postprocessing_procedural.html,https://threejs.org/examples/webgl_postprocessing_procedural.html,"webgl, postprocessing, procedural",medium,visual effects,"Three.js webgl / postprocessing example demonstrating postprocessing, procedural"
236,webgl / postprocessing,postprocessing / sao,webgl_postprocessing_sao.html,https://threejs.org/examples/webgl_postprocessing_sao.html,"webgl, postprocessing, sao",medium,visual effects,"Three.js webgl / postprocessing example demonstrating postprocessing, sao"
237,webgl / postprocessing,postprocessing / smaa,webgl_postprocessing_smaa.html,https://threejs.org/examples/webgl_postprocessing_smaa.html,"webgl, postprocessing, smaa",medium,visual effects,"Three.js webgl / postprocessing example demonstrating postprocessing, smaa"
238,webgl / postprocessing,postprocessing / sobel,webgl_postprocessing_sobel.html,https://threejs.org/examples/webgl_postprocessing_sobel.html,"webgl, postprocessing, sobel",medium,visual effects,"Three.js webgl / postprocessing example demonstrating postprocessing, sobel"
239,webgl / postprocessing,postprocessing / ssao,webgl_postprocessing_ssao.html,https://threejs.org/examples/webgl_postprocessing_ssao.html,"webgl, postprocessing, ssao",medium,visual effects,"Three.js webgl / postprocessing example demonstrating postprocessing, ssao"
240,webgl / postprocessing,postprocessing / ssr,webgl_postprocessing_ssr.html,https://threejs.org/examples/webgl_postprocessing_ssr.html,"webgl, postprocessing, ssr",medium,visual effects,"Three.js webgl / postprocessing example demonstrating postprocessing, ssr"
241,webgl / postprocessing,postprocessing / taa,webgl_postprocessing_taa.html,https://threejs.org/examples/webgl_postprocessing_taa.html,"webgl, postprocessing, taa",medium,visual effects,"Three.js webgl / postprocessing example demonstrating postprocessing, taa"
242,webgl / postprocessing,postprocessing / unreal / bloom,webgl_postprocessing_unreal_bloom.html,https://threejs.org/examples/webgl_postprocessing_unreal_bloom.html,"webgl, postprocessing, unreal, bloom",medium,visual effects,"Three.js webgl / postprocessing example demonstrating postprocessing, unreal, bloom"
243,webgl / postprocessing,postprocessing / unreal / bloom / selective,webgl_postprocessing_unreal_bloom_selective.html,https://threejs.org/examples/webgl_postprocessing_unreal_bloom_selective.html,"webgl, postprocessing, unreal, bloom, selective",medium,visual effects,"Three.js webgl / postprocessing example demonstrating postprocessing, unreal, bloom, selective"
244,webgl / advanced,buffergeometry,webgl_buffergeometry.html,https://threejs.org/examples/webgl_buffergeometry.html,"webgl, buffergeometry",high,procedural generation,Three.js webgl / advanced example demonstrating buffergeometry
245,webgl / advanced,buffergeometry / attributes / integer,webgl_buffergeometry_attributes_integer.html,https://threejs.org/examples/webgl_buffergeometry_attributes_integer.html,"webgl, buffergeometry, attributes, integer",high,procedural generation,"Three.js webgl / advanced example demonstrating buffergeometry, attributes, integer"
246,webgl / advanced,buffergeometry / attributes / none,webgl_buffergeometry_attributes_none.html,https://threejs.org/examples/webgl_buffergeometry_attributes_none.html,"webgl, buffergeometry, attributes, none",high,procedural generation,"Three.js webgl / advanced example demonstrating buffergeometry, attributes, none"
247,webgl / advanced,buffergeometry / custom / attributes / particles,webgl_buffergeometry_custom_attributes_particles.html,https://threejs.org/examples/webgl_buffergeometry_custom_attributes_particles.html,"webgl, buffergeometry, custom, attributes, particles",high,VR/AR experience; particle effects; procedural generation,"Three.js webgl / advanced example demonstrating buffergeometry, custom, attributes, particles"
248,webgl / advanced,buffergeometry / drawrange,webgl_buffergeometry_drawrange.html,https://threejs.org/examples/webgl_buffergeometry_drawrange.html,"webgl, buffergeometry, drawrange",high,procedural generation,"Three.js webgl / advanced example demonstrating buffergeometry, drawrange"
249,webgl / advanced,buffergeometry / glbufferattribute,webgl_buffergeometry_glbufferattribute.html,https://threejs.org/examples/webgl_buffergeometry_glbufferattribute.html,"webgl, buffergeometry, glbufferattribute",high,procedural generation,"Three.js webgl / advanced example demonstrating buffergeometry, glbufferattribute"
250,webgl / advanced,buffergeometry / indexed,webgl_buffergeometry_indexed.html,https://threejs.org/examples/webgl_buffergeometry_indexed.html,"webgl, buffergeometry, indexed",high,procedural generation,"Three.js webgl / advanced example demonstrating buffergeometry, indexed"
251,webgl / advanced,buffergeometry / instancing,webgl_buffergeometry_instancing.html,https://threejs.org/examples/webgl_buffergeometry_instancing.html,"webgl, buffergeometry, instancing",high,procedural generation,"Three.js webgl / advanced example demonstrating buffergeometry, instancing"
252,webgl / advanced,buffergeometry / instancing / billboards,webgl_buffergeometry_instancing_billboards.html,https://threejs.org/examples/webgl_buffergeometry_instancing_billboards.html,"webgl, buffergeometry, instancing, billboards",high,VR/AR experience; procedural generation,"Three.js webgl / advanced example demonstrating buffergeometry, instancing, billboards"
253,webgl / advanced,buffergeometry / instancing / interleaved,webgl_buffergeometry_instancing_interleaved.html,https://threejs.org/examples/webgl_buffergeometry_instancing_interleaved.html,"webgl, buffergeometry, instancing, interleaved",high,procedural generation,"Three.js webgl / advanced example demonstrating buffergeometry, instancing, interleaved"
254,webgl / advanced,buffergeometry / lines,webgl_buffergeometry_lines.html,https://threejs.org/examples/webgl_buffergeometry_lines.html,"webgl, buffergeometry, lines",high,procedural generation,"Three.js webgl / advanced example demonstrating buffergeometry, lines"
255,webgl / advanced,buffergeometry / lines / indexed,webgl_buffergeometry_lines_indexed.html,https://threejs.org/examples/webgl_buffergeometry_lines_indexed.html,"webgl, buffergeometry, lines, indexed",high,procedural generation,"Three.js webgl / advanced example demonstrating buffergeometry, lines, indexed"
256,webgl / advanced,buffergeometry / points,webgl_buffergeometry_points.html,https://threejs.org/examples/webgl_buffergeometry_points.html,"webgl, buffergeometry, points",high,particle effects; procedural generation,"Three.js webgl / advanced example demonstrating buffergeometry, points"
257,webgl / advanced,buffergeometry / points / interleaved,webgl_buffergeometry_points_interleaved.html,https://threejs.org/examples/webgl_buffergeometry_points_interleaved.html,"webgl, buffergeometry, points, interleaved",high,particle effects; procedural generation,"Three.js webgl / advanced example demonstrating buffergeometry, points, interleaved"
258,webgl / advanced,buffergeometry / rawshader,webgl_buffergeometry_rawshader.html,https://threejs.org/examples/webgl_buffergeometry_rawshader.html,"webgl, buffergeometry, rawshader",high,procedural generation,"Three.js webgl / advanced example demonstrating buffergeometry, rawshader"
259,webgl / advanced,buffergeometry / selective / draw,webgl_buffergeometry_selective_draw.html,https://threejs.org/examples/webgl_buffergeometry_selective_draw.html,"webgl, buffergeometry, selective, draw",high,procedural generation,"Three.js webgl / advanced example demonstrating buffergeometry, selective, draw"
260,webgl / advanced,buffergeometry / uint,webgl_buffergeometry_uint.html,https://threejs.org/examples/webgl_buffergeometry_uint.html,"webgl, buffergeometry, uint",high,procedural generation,"Three.js webgl / advanced example demonstrating buffergeometry, uint"
261,webgl / advanced,clipculldistance,webgl_clipculldistance.html,https://threejs.org/examples/webgl_clipculldistance.html,"webgl, clipculldistance",high,3D visualization,Three.js webgl / advanced example demonstrating clipculldistance
262,webgl / advanced,custom / attributes,webgl_custom_attributes.html,https://threejs.org/examples/webgl_custom_attributes.html,"webgl, custom, attributes",high,3D visualization,"Three.js webgl / advanced example demonstrating custom, attributes"
263,webgl / advanced,custom / attributes / lines,webgl_custom_attributes_lines.html,https://threejs.org/examples/webgl_custom_attributes_lines.html,"webgl, custom, attributes, lines",high,3D visualization,"Three.js webgl / advanced example demonstrating custom, attributes, lines"
264,webgl / advanced,custom / attributes / points,webgl_custom_attributes_points.html,https://threejs.org/examples/webgl_custom_attributes_points.html,"webgl, custom, attributes, points",high,particle effects,"Three.js webgl / advanced example demonstrating custom, attributes, points"
265,webgl / advanced,custom / attributes / points2,webgl_custom_attributes_points2.html,https://threejs.org/examples/webgl_custom_attributes_points2.html,"webgl, custom, attributes, points2",high,particle effects,"Three.js webgl / advanced example demonstrating custom, attributes, points2"
266,webgl / advanced,custom / attributes / points3,webgl_custom_attributes_points3.html,https://threejs.org/examples/webgl_custom_attributes_points3.html,"webgl, custom, attributes, points3",high,particle effects,"Three.js webgl / advanced example demonstrating custom, attributes, points3"
